age_band_id,age_band_label,min_months,max_months,age_band_is_active,stage1_wrapper_ux_slug,stage1_wrapper_ux_label,stage1_wrapper_rank_in_band,stage1_mapping_is_active,development_need_slug,development_need_canonical_name,stage1_why_it_matters_ux_description,stage2_category_type_slug,stage2_category_type_label,stage2_category_type_name,stage2_play_ideas_rank,stage2_play_idea_mapping_rationale,stage3_product_name,stage3_product_brand,stage3_product_rank_in_category,stage3_product_mapping_rationale,optional_need_meta_stage_anchor_month,optional_need_meta_stage_phase,optional_need_meta_stage_reason,optional_category_image_url,optional_category_safety_notes,ref_ux_wrapper_uuid,ref_development_need_uuid,ref_category_type_uuid,ref_product_uuid
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",baby-dolls-doll-accessories,Baby dolls and doll accessories,Baby dolls and doll accessories,2,Caring for dolls supports empathy development and processing of caregiving experiences at age 2.,Chad Valley Babies to Love Fashion Doll Wardrobe Set,Chad Valley,1,Caring for dolls supports empathy development and processing of caregiving experiences at age 2. | Product note: For ages 2 years and over. Includes a doll and 8 items of clothing for mixing and matching. Encourages imaginative play and develops social and emotional skills. | For ages 2 years and over. Includes a doll and 8 items of clothing for mixing and matching. Encourages imaginative play and develops social and emotional skills.,26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,944c8207-b1c0-4ea2-bcd2-c5b47b367176,2abf63a5-fa54-4ecf-91e2-8360d31e48cd
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",baby-dolls-doll-accessories,Baby dolls and doll accessories,Baby dolls and doll accessories,2,Caring for dolls supports empathy development and processing of caregiving experiences at age 2.,Chad Valley Interactive Lily Doll - Pink & Purple,Chad Valley,2,"Caring for dolls supports empathy development and processing of caregiving experiences at age 2. | Product note: This doll is interactive and designed for nurturing play, which is suitable for toddlers. | This doll is interactive and designed for nurturing play, which is suitable for toddlers.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,944c8207-b1c0-4ea2-bcd2-c5b47b367176,a19c8c36-cd10-4844-bb05-2291da6323b7
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",baby-dolls-doll-accessories,Baby dolls and doll accessories,Baby dolls and doll accessories,2,Caring for dolls supports empathy development and processing of caregiving experiences at age 2.,Tiny Treasures My First Lilac Baby Doll - 14inch/36cm,Tiny Treasures,3,"Caring for dolls supports empathy development and processing of caregiving experiences at age 2. | Product note: For ages 18 months and over. Soft, cuddly body, jointed arms and legs for realistic movement. Brown eyes that close when laid down. Lilac and cream spotted outfit with teddy bear faces. Realistic newborn baby smell. | For ages 18 months and over. Soft, cuddly body, jointed arms and legs for realistic movement. Brown eyes that close when laid down. Lilac and cream spotted outfit with teddy bear faces. Realistic newborn baby smell.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,944c8207-b1c0-4ea2-bcd2-c5b47b367176,aa0f80b0-16cf-41c1-9035-94c31e23afc3
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",shape-sorters,Shape sorters,Shape sorters,1,Shape sorting bridges early problem-solving with emerging shape recognition around 24-30 months.,Chad Valley PlaySmart Wooden Shape Sorter,Chad Valley,1,Shape sorting bridges early problem-solving with emerging shape recognition around 24-30 months. | Product note: Classic wooden shape sorter for developing shape recognition and fine motor skills. | Classic wooden shape sorter for developing shape recognition and fine motor skills.,26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,95a47081-ec34-4431-a9e3-e8a66cc7534c,ce48bbc9-1222-4081-a398-aab167a48562
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",shape-sorters,Shape sorters,Shape sorters,1,Shape sorting bridges early problem-solving with emerging shape recognition around 24-30 months.,Fisher-Price Kids Turtle Shape Sorter - 5 Piece,Fisher-Price,2,Shape sorting bridges early problem-solving with emerging shape recognition around 24-30 months. | Product note: Helps toddlers learn shapes and colors while developing fine motor skills. | Helps toddlers learn shapes and colors while developing fine motor skills.,26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,95a47081-ec34-4431-a9e3-e8a66cc7534c,27a14191-ef79-4e6c-b4bf-94c14e7234da
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",shape-sorters,Shape sorters,Shape sorters,1,Shape sorting bridges early problem-solving with emerging shape recognition around 24-30 months.,Woodlets Shape Sorter,Woodlets,3,Shape sorting bridges early problem-solving with emerging shape recognition around 24-30 months. | Product note: Develops shape recognition and fine motor skills. | Develops shape recognition and fine motor skills.,26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,95a47081-ec34-4431-a9e3-e8a66cc7534c,32cf9c8b-4419-4003-ab59-1be8e78fa87b
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",simple-board-games-toddlers,Simple board games for toddlers,Simple board games for toddlers,1,Simple games introduce turn-taking and rule-following as cooperation skills develop.,HABA My Very First Games – First Orchard,HABA,1,"Simple games introduce turn-taking and rule-following as cooperation skills develop. | Product note: Cooperative play, teaches turn-taking, teamwork, colour recognition, counting, fine motor skills. | Cooperative play, teaches turn-taking, teamwork, colour recognition, counting, fine motor skills.",26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,974276d2-8b2f-441d-8060-b1a805a38d66,f3cb1ee5-05c8-4c67-b686-34fa4c457645
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",simple-board-games-toddlers,Simple board games for toddlers,Simple board games for toddlers,1,Simple games introduce turn-taking and rule-following as cooperation skills develop.,Orchard Toys Shopping List Lotto Game,Orchard Toys,2,"Simple games introduce turn-taking and rule-following as cooperation skills develop. | Product note: Matching and memory game, suitable for ages 3-7 (can be simplified for older toddlers in the 25-27 month range). | Matching and memory game, suitable for ages 3-7 (can be simplified for older toddlers in the 25-27 month range).",26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,974276d2-8b2f-441d-8060-b1a805a38d66,319b9967-68ba-4f53-99d9-08726d595a30
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",simple-board-games-toddlers,Simple board games for toddlers,Simple board games for toddlers,1,Simple games introduce turn-taking and rule-following as cooperation skills develop.,Peaceable Kingdom Monkey Around,Peaceable Kingdom,3,"Simple games introduce turn-taking and rule-following as cooperation skills develop. | Product note: Interactive play, develops gross motor skills, hand-eye coordination, body-part recognition, spatial awareness, vocabulary, social-emotional skills. | Interactive play, develops gross motor skills, hand-eye coordination, body-part recognition, spatial awareness, vocabulary, social-emotional skills.",26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,974276d2-8b2f-441d-8060-b1a805a38d66,e650077f-13b3-48f2-a8a9-52c68d4150a3
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",simple-board-games-toddlers,Simple board games for toddlers,Simple board games for toddlers,1,Simple games introduce turn-taking and rule-following as cooperation skills develop.,Peaceable Kingdom Where's Bear?,Peaceable Kingdom,4,"Simple games introduce turn-taking and rule-following as cooperation skills develop. | Product note: Combines stacking blocks and finding hidden objects, aids in understanding object permanence, problem-solving, spatial concepts, sorting, classifying, matching, social skill development, cognitive benefits, emotional well-being. | Combines stacking blocks and finding hidden objects, aids in understanding object permanence, problem-solving, spatial concepts, sorting, classifying, matching, social skill development, cognitive benefits, emotional well-being.",26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,974276d2-8b2f-441d-8060-b1a805a38d66,e963d97d-13d3-47f2-af40-4224be16da18
25-27m,25–27 months,25,27,true,independence-and-practical-life-skills,Do it myself,5,true,independence-and-practical-life-skills,Independence and practical life skills,"Wanting to help with everyday tasks, feeding self with utensils, and participating in self-care routines.",shopping-trolleys-baskets,Shopping trolleys and baskets,Shopping trolleys and baskets,3,Shopping play combines walking/pushing skills with copying adult shopping behaviors.,Barbie 2 in 1 Shopping Trolley,Barbie,1,"Shopping play combines walking/pushing skills with copying adult shopping behaviors. | Product note: Detachable basket for shopping, promotes imaginative play. | Detachable basket for shopping, promotes imaginative play.",26,emerging,"Strong increase in desire to participate in practical tasks around age two, aligned with 'Helper' developmental stage.",,,cc64d9e5-3a03-403d-8505-38cc95b569fa,ab5241db-ad6f-4f2f-9404-12b2d8d066a1,9de87090-1e1c-4943-9232-8df0c6952b90,2a91148f-df6b-4d92-8b41-f223803e75e2
25-27m,25–27 months,25,27,true,independence-and-practical-life-skills,Do it myself,5,true,independence-and-practical-life-skills,Independence and practical life skills,"Wanting to help with everyday tasks, feeding self with utensils, and participating in self-care routines.",shopping-trolleys-baskets,Shopping trolleys and baskets,Shopping trolleys and baskets,3,Shopping play combines walking/pushing skills with copying adult shopping behaviors.,Princess Cozy Shopping Cart,Little Tikes,2,"Shopping play combines walking/pushing skills with copying adult shopping behaviors. | Product note: Ages 18+ months, ideal for imaginative and active physical play, seat for doll/plush toy, ample space for toys. | Ages 18+ months, ideal for imaginative and active physical play, seat for doll/plush toy, ample space for toys.",26,emerging,"Strong increase in desire to participate in practical tasks around age two, aligned with 'Helper' developmental stage.",,,cc64d9e5-3a03-403d-8505-38cc95b569fa,ab5241db-ad6f-4f2f-9404-12b2d8d066a1,9de87090-1e1c-4943-9232-8df0c6952b90,2df45da1-658d-4d68-b123-de60ac105d3f
25-27m,25–27 months,25,27,true,independence-and-practical-life-skills,Do it myself,5,true,independence-and-practical-life-skills,Independence and practical life skills,"Wanting to help with everyday tasks, feeding self with utensils, and participating in self-care routines.",shopping-trolleys-baskets,Shopping trolleys and baskets,Shopping trolleys and baskets,3,Shopping play combines walking/pushing skills with copying adult shopping behaviors.,Toy Shopping Trolley,Cosy Direct,3,"Shopping play combines walking/pushing skills with copying adult shopping behaviors. | Product note: Suitable for 18+ months, lifelike metal trolley, promotes imaginative play, durable. | Suitable for 18+ months, lifelike metal trolley, promotes imaginative play, durable.",26,emerging,"Strong increase in desire to participate in practical tasks around age two, aligned with 'Helper' developmental stage.",,,cc64d9e5-3a03-403d-8505-38cc95b569fa,ab5241db-ad6f-4f2f-9404-12b2d8d066a1,9de87090-1e1c-4943-9232-8df0c6952b90,949b5ede-81a6-4623-9f06-39b2f56d364b
25-27m,25–27 months,25,27,true,independence-and-practical-life-skills,Do it myself,5,true,independence-and-practical-life-skills,Independence and practical life skills,"Wanting to help with everyday tasks, feeding self with utensils, and participating in self-care routines.",shopping-trolleys-baskets,Shopping trolleys and baskets,Shopping trolleys and baskets,3,Shopping play combines walking/pushing skills with copying adult shopping behaviors.,Waitrose Wooden Shopping Trolley,John Lewis,4,"Shopping play combines walking/pushing skills with copying adult shopping behaviors. | Product note: Suitable from 18 months, improves gross motor skills, inspires imaginative play, supports communication and social skills. | Suitable from 18 months, improves gross motor skills, inspires imaginative play, supports communication and social skills.",26,emerging,"Strong increase in desire to participate in practical tasks around age two, aligned with 'Helper' developmental stage.",,,cc64d9e5-3a03-403d-8505-38cc95b569fa,ab5241db-ad6f-4f2f-9404-12b2d8d066a1,9de87090-1e1c-4943-9232-8df0c6952b90,469a01c6-e91e-4ce5-a807-dd1acdf5c8d5
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",simple-jigsaw-puzzles,Simple jigsaw puzzles,Simple jigsaw puzzles,1,Simple puzzles recommended as hand-eye coordination improves around age 2.,Chad Valley Jigsaw Puzzle 2 Pack,Chad Valley,1,"Simple puzzles recommended as hand-eye coordination improves around age 2. | Product note: Simple, large pieces suitable for young toddlers. | Simple, large pieces suitable for young toddlers.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,a1f69742-c482-40cb-a57a-675e107f1eb1,1acbfc35-5da8-4e7d-9c79-694a5e375b00
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",simple-jigsaw-puzzles,Simple jigsaw puzzles,Simple jigsaw puzzles,1,Simple puzzles recommended as hand-eye coordination improves around age 2.,Chad Valley Wooden Puzzles - 3 Pack,Chad Valley,2,"Simple puzzles recommended as hand-eye coordination improves around age 2. | Product note: Wooden, chunky pieces are easy for small hands to grasp and manipulate. | Wooden, chunky pieces are easy for small hands to grasp and manipulate.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,a1f69742-c482-40cb-a57a-675e107f1eb1,b335dfec-6c38-4c02-b0f0-eaec7c099c26
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",simple-jigsaw-puzzles,Simple jigsaw puzzles,Simple jigsaw puzzles,1,Simple puzzles recommended as hand-eye coordination improves around age 2.,Julia Donaldson Ravensburger Gruffalo 4 in a Box Puzzle,Ravensburger,3,"Simple puzzles recommended as hand-eye coordination improves around age 2. | Product note: Familiar characters, multiple puzzles for varied challenge. | Familiar characters, multiple puzzles for varied challenge.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,a1f69742-c482-40cb-a57a-675e107f1eb1,c240f70e-2782-4226-8183-3572f8833219
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",simple-jigsaw-puzzles,Simple jigsaw puzzles,Simple jigsaw puzzles,1,Simple puzzles recommended as hand-eye coordination improves around age 2.,Our Little World Wooden Sensory Clock Puzzle,Our Little World,4,"Simple puzzles recommended as hand-eye coordination improves around age 2. | Product note: Introduces shapes and numbers, chunky pieces for easy handling. | Introduces shapes and numbers, chunky pieces for easy handling.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,a1f69742-c482-40cb-a57a-675e107f1eb1,3fdfff88-986a-41b4-9e59-81385d315caa
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",simple-jigsaw-puzzles,Simple jigsaw puzzles,Simple jigsaw puzzles,1,Simple puzzles recommended as hand-eye coordination improves around age 2.,Peppa Pig Ravensburger Peppa Pig London Bus Giant Floor Jigsaw Puzzle,Ravensburger,5,"Simple puzzles recommended as hand-eye coordination improves around age 2. | Product note: Large pieces, familiar character for engagement. | Large pieces, familiar character for engagement.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,a1f69742-c482-40cb-a57a-675e107f1eb1,fd116ae0-34d1-4b73-986e-f6fcf414617e
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",simple-jigsaw-puzzles,Simple jigsaw puzzles,Simple jigsaw puzzles,1,Simple puzzles recommended as hand-eye coordination improves around age 2.,Spidey And His Amazing Friends Set of 4 Jigsaw Puzzles,Ravensburger,6,"Simple puzzles recommended as hand-eye coordination improves around age 2. | Product note: Multiple puzzles with varying piece counts for progressive challenge, popular characters. | Multiple puzzles with varying piece counts for progressive challenge, popular characters.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,a1f69742-c482-40cb-a57a-675e107f1eb1,e3e40055-fc93-48aa-b569-9b83d69ead46
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",cause-and-effect-toys,Cause-and-effect toys,Cause-and-effect toys,1,Cause-and-effect understanding solidifies around age 2 with delight in predictable responses.,4-in-1 Kickin' Tunes Music and Language Discovery Activity Gym,Baby Einstein,1,"Cause-and-effect understanding solidifies around age 2 with delight in predictable responses. | Product note: Features a kick piano that produces sounds and lights, teaching cause and effect. Promotes fine and gross motor skills. | Features a kick piano that produces sounds and lights, teaching cause and effect. Promotes fine and gross motor skills.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,aaca6e8b-3c33-4e51-a197-15b0bdc6aa99,7a123b88-b510-4b1c-8a51-76637d6c7c20
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",cause-and-effect-toys,Cause-and-effect toys,Cause-and-effect toys,1,Cause-and-effect understanding solidifies around age 2 with delight in predictable responses.,Busy Bee Activity Table,VTech,2,"Cause-and-effect understanding solidifies around age 2 with delight in predictable responses. | Product note: Offers 6 interactive play zones including light-up piano keys, peek-a-boo fox, and gears, introducing cause and effect and developing fine motor skills. | Offers 6 interactive play zones including light-up piano keys, peek-a-boo fox, and gears, introducing cause and effect and developing fine motor skills.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,aaca6e8b-3c33-4e51-a197-15b0bdc6aa99,b7beea56-b434-4756-bd67-1b8c4bc92eec
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",cause-and-effect-toys,Cause-and-effect toys,Cause-and-effect toys,1,Cause-and-effect understanding solidifies around age 2 with delight in predictable responses.,The Helper Play Kit,Lovevery,3,"Cause-and-effect understanding solidifies around age 2 with delight in predictable responses. | Product note: Supports independence, problem-solving, fine motor skills, color matching, spatial awareness, and routines through various interactive playthings like a sustainable sink and dot catcher. | Supports independence, problem-solving, fine motor skills, color matching, spatial awareness, and routines through various interactive playthings like a sustainable sink and dot catcher.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,aaca6e8b-3c33-4e51-a197-15b0bdc6aa99,c5003c0e-bee4-422d-b449-f425dbcce624
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",balance-bikes,Balance bikes,Balance bikes,2,Balance bikes typically recommended from 2 years as children gain running confidence and coordination.,Frog Tadpole 12,Frog,1,"Balance bikes typically recommended from 2 years as children gain running confidence and coordination. | Product note: Smallest balance bike, 12"" wheels, lightweight (from 3.46kg), inside leg from 23cm, pneumatic (air-filled) tyres. | Smallest balance bike, 12"" wheels, lightweight (from 3.46kg), inside leg from 23cm, pneumatic (air-filled) tyres.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,b074efe6-26db-4ed1-b01f-ade60827d74f,ac77c50f-abfe-4691-9183-9dc962423e1f
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",balance-bikes,Balance bikes,Balance bikes,2,Balance bikes typically recommended from 2 years as children gain running confidence and coordination.,Hornit AIRO 12,Hornit,2,"Balance bikes typically recommended from 2 years as children gain running confidence and coordination. | Product note: Lightweight (2.95kg), 12"" wheels suitable for ages two and over, low saddle height (30-46cm inside leg), air-filled tyres for a smoother ride. | Lightweight (2.95kg), 12"" wheels suitable for ages two and over, low saddle height (30-46cm inside leg), air-filled tyres for a smoother ride.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,b074efe6-26db-4ed1-b01f-ade60827d74f,6c07a1d6-4944-46a4-8d79-841a15ac815d
25-27m,25–27 months,25,27,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,8,true,problem-solving-and-cognitive-skills,Problem-solving and cognitive skills,"Figuring out how things work, following simple instructions, and using tools or strategies to reach goals.",balance-bikes,Balance bikes,Balance bikes,2,Balance bikes typically recommended from 2 years as children gain running confidence and coordination.,Kidvelo Rookie 12,Kidvelo,3,"Balance bikes typically recommended from 2 years as children gain running confidence and coordination. | Product note: Ultra-light (2.89kg), super-low seat height, fully adjustable seat and handlebars, suitable for 18 months+. | Ultra-light (2.89kg), super-low seat height, fully adjustable seat and handlebars, suitable for 18 months+.",26,consolidating,At 24 months children use switches and buttons; by 30 months they follow two-step instructions and solve simple problems.,,,61474530-0e58-4a70-8bab-48d4071bdcfa,e7861d0f-7f1a-4cf3-a185-64aaf801805a,b074efe6-26db-4ed1-b01f-ade60827d74f,aa02dc2f-e0f7-413f-b745-b42d1ba5ff04
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",play-kitchens-food-sets,Play kitchens and food sets,Play kitchens and food sets,3,Pretend play shows real explosion around age 2 with copying adult activities like cooking.,Bigjigs Toys Cutting Fruit Crate,Bigjigs Toys,1,"Pretend play shows real explosion around age 2 with copying adult activities like cooking. | Product note: Suitable for 18 months+, safe for toddlers and helps develop fine motor skills. | Suitable for 18 months+, safe for toddlers and helps develop fine motor skills.",26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,ba80b3b7-9e37-4072-b76d-186d3a2d5df2,f014fdbf-979d-4531-8fd6-cc54e1b2555b
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",play-kitchens-food-sets,Play kitchens and food sets,Play kitchens and food sets,3,Pretend play shows real explosion around age 2 with copying adult activities like cooking.,KidKraft Ultimate Corner Play Kitchen,KidKraft,2,"Pretend play shows real explosion around age 2 with copying adult activities like cooking. | Product note: Suitable for 24 months to 5 years, large enough for multiple children to play together. | Suitable for 24 months to 5 years, large enough for multiple children to play together.",26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,ba80b3b7-9e37-4072-b76d-186d3a2d5df2,78e2899a-2a97-40d5-bd5a-c0064d5fc586
25-27m,25–27 months,25,27,true,social-skills-and-peer-interaction,Social skills and peer interaction,10,true,social-skills-and-peer-interaction,Social skills and peer interaction,"Beginning to play with other children, learning to share and take turns, and forming early friendships.",play-kitchens-food-sets,Play kitchens and food sets,Play kitchens and food sets,3,Pretend play shows real explosion around age 2 with copying adult activities like cooking.,Le Toy Van Honeybake Kitchen,Le Toy Van,3,Pretend play shows real explosion around age 2 with copying adult activities like cooking. | Product note: Suitable for 2 years+ with sturdy wooden construction and a variety of interactive features. | Suitable for 2 years+ with sturdy wooden construction and a variety of interactive features.,26,emerging,"At 24 months children play alongside peers; by 30 months they sometimes play with them, showing gradual shift.",,,66e2ad57-845e-4246-b5fd-4e74e5c6a6d0,d094ff5c-b1d5-4498-bc07-d350c7efeb0e,ba80b3b7-9e37-4072-b76d-186d3a2d5df2,24d4a58b-3dda-497d-9810-a80942b5ddce
